W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.635,0.35,-1.499902679,0.2659,0.0086,0.11603199,0.003752821,CLAS omega
2.635,0.45,-1.270741739,0.3635,0.0116,0.158622146,0.005061945,CLAS omega
2.635,0.55,-1.041580798,0.4697,0.0149,0.204965122,0.006501981,CLAS omega
2.635,0.65,-0.812419858,0.7132,0.0187,0.311222322,0.008160204,CLAS omega
2.635,0.75,-0.583258918,1.717,0.035,0.749255086,0.015273109,CLAS omega
2.635,0.85,-0.354097978,4.674,0.093,2.039614603,0.040582832,CLAS omega
2.635,0.92,-0.19368532,15.83,0.707,6.90780898,0.3085168,CLAS omega
2.645,-0.83,-4.252240986,0.3264,0.0262,0.140806422,0.011302476,CLAS omega
2.645,-0.75,-4.066794898,0.2811,0.0099,0.121264354,0.004270783,CLAS omega
2.645,-0.65,-3.834987289,0.2548,0.0085,0.109918739,0.003666834,CLAS omega
2.645,-0.55,-3.60317968,0.2081,0.0073,0.089772722,0.003149163,CLAS omega
2.645,-0.45,-3.371372071,0.1493,0.006,0.064406859,0.002588353,CLAS omega
2.645,-0.35,-3.139564462,0.1115,0.005,0.048100233,0.002156961,CLAS omega
2.645,-0.25,-2.907756853,0.09315,0.00441,0.040184186,0.00190244,CLAS omega
2.645,-0.15,-2.675949244,0.1005,0.0046,0.043354919,0.001984404,CLAS omega
2.645,-0.05,-2.444141635,0.1169,0.0049,0.050429751,0.002113822,CLAS omega
2.645,0.05,-2.212334026,0.1201,0.0052,0.051810206,0.00224324,CLAS omega
2.645,0.15,-1.980526416,0.1476,0.0059,0.063673492,0.002545214,CLAS omega
2.645,0.25,-1.748718807,0.1874,0.0069,0.080842903,0.002976606,CLAS omega
2.645,0.35,-1.516911198,0.2398,0.0082,0.103447855,0.003537416,CLAS omega
2.645,0.45,-1.285103589,0.3207,0.0106,0.138347486,0.004572758,CLAS omega
2.645,0.55,-1.05329598,0.4114,0.0129,0.177474761,0.00556496,CLAS omega
2.645,0.65,-0.821488371,0.6823,0.0179,0.294338914,0.007721921,CLAS omega
2.645,0.75,-0.589680762,1.502,0.03,0.64795112,0.012941767,CLAS omega
2.645,0.85,-0.357873153,5.298,0.112,2.285516002,0.048315929,CLAS omega
2.645,0.92,-0.195607826,12.02,0.504,5.185334531,0.217421681,CLAS omega
2.655,-0.83,-4.300661848,0.2648,0.0196,0.112938475,0.008359494,CLAS omega
2.655,-0.75,-4.113090695,0.2726,0.0098,0.116265213,0.004179747,CLAS omega
2.655,-0.65,-3.878626754,0.2479,0.0085,0.105730544,0.003625291,CLAS omega
2.655,-0.55,-3.644162812,0.2043,0.0071,0.087134934,0.003028184,CLAS omega
2.655,-0.45,-3.409698871,0.1588,0.0064,0.067728965,0.002729631,CLAS omega
2.655,-0.35,-3.17523493,0.1102,0.0051,0.047000831,0.002175175,CLAS omega
2.655,-0.25,-2.940770989,0.08875,0.00424,0.037852302,0.00180838,CLAS omega
2.655,-0.15,-2.706307048,0.106,0.0047,0.04520951,0.002004573,CLAS omega
2.655,-0.05,-2.471843107,0.1129,0.0048,0.048152394,0.002047223,CLAS omega
2.655,0.05,-2.237379166,0.129,0.0054,0.055019121,0.002303126,CLAS omega
2.655,0.15,-2.002915225,0.1422,0.0058,0.060648985,0.002473728,CLAS omega
2.655,0.25,-1.768451283,0.185,0.0068,0.078903391,0.002900233,CLAS omega
2.655,0.35,-1.533987342,0.2403,0.0081,0.102489107,0.003454689,CLAS omega
2.655,0.45,-1.299523401,0.3024,0.01,0.128975056,0.004265048,CLAS omega
2.655,0.55,-1.06505946,0.3921,0.0127,0.167232538,0.005416611,CLAS omega
2.655,0.65,-0.830595519,0.6314,0.017,0.269295141,0.007250582,CLAS omega
2.655,0.75,-0.596131578,1.55,0.032,0.661082464,0.013648154,CLAS omega
2.655,0.85,-0.361667637,4.945,0.103,2.109066314,0.043929996,CLAS omega
2.655,0.92,-0.197542878,14.85,0.61,6.333596513,0.260167938,CLAS omega
2.665,-0.83,-4.349264443,0.2604,0.0203,0.109813206,0.008560707,CLAS omega
2.665,-0.75,-4.159560484,0.2502,0.0089,0.105511767,0.003753216,CLAS omega
2.665,-0.65,-3.922430535,0.2471,0.0083,0.104204467,0.003500191,CLAS omega
2.665,-0.55,-3.685300586,0.1972,0.007,0.083161153,0.002951968,CLAS omega
2.665,-0.45,-3.448170637,0.1507,0.006,0.063551652,0.002530258,CLAS omega
2.665,-0.35,-3.211040688,0.1133,0.0054,0.047779709,0.002277232,CLAS omega
2.665,-0.25,-2.973910739,0.08508,0.00417,0.035879061,0.001758529,CLAS omega
2.665,-0.15,-2.73678079,0.09519,0.00441,0.040142546,0.00185974,CLAS omega
2.665,-0.05,-2.49965084,0.1073,0.0047,0.045249451,0.001982036,CLAS omega
2.665,0.05,-2.262520891,0.1136,0.005,0.047906222,0.002108549,CLAS omega
2.665,0.15,-2.025390942,0.1402,0.0058,0.0591237,0.002445916,CLAS omega
2.665,0.25,-1.788260993,0.1811,0.0066,0.076371627,0.002783284,CLAS omega
2.665,0.35,-1.551131044,0.2467,0.0083,0.104035783,0.003500191,CLAS omega
2.665,0.45,-1.314001095,0.3057,0.0101,0.128916656,0.004259268,CLAS omega
2.665,0.55,-1.076871146,0.3717,0.0119,0.156749496,0.005018345,CLAS omega
2.665,0.65,-0.839741197,0.5994,0.0164,0.252772795,0.006916039,CLAS omega
2.665,0.75,-0.602611248,1.478,0.031,0.623286939,0.013073001,CLAS omega
2.665,0.85,-0.365481299,4.324,0.09,1.823472749,0.037953873,CLAS omega
2.665,0.92,-0.199490335,10.1,0.448,4.259267984,0.188925946,CLAS omega
2.675,-0.83,-4.398048853,0.278,0.0229,0.115927213,0.0095494,CLAS omega
2.675,-0.75,-4.206204337,0.2343,0.0091,0.097704122,0.00379474,CLAS omega
2.675,-0.65,-3.966398692,0.2337,0.0084,0.097453919,0.003502837,CLAS omega
2.675,-0.55,-3.726593047,0.1658,0.0064,0.069139323,0.002668828,CLAS omega
2.675,-0.45,-3.486787401,0.133,0.0059,0.05546158,0.002460326,CLAS omega
2.675,-0.35,-3.246981756,0.1004,0.005,0.041867238,0.002085022,CLAS omega
2.675,-0.25,-3.007176111,0.0777,0.0041,0.032401239,0.001709718,CLAS omega
2.675,-0.15,-2.767370466,0.08085,0.00409,0.033714803,0.001705548,CLAS omega
2.675,-0.05,-2.527564821,0.1042,0.0049,0.043451854,0.002043321,CLAS omega
2.675,0.05,-2.287759175,0.1051,0.0048,0.043827158,0.002001621,CLAS omega
2.675,0.15,-2.04795353,0.1358,0.0058,0.056629192,0.002418625,CLAS omega
2.675,0.25,-1.808147885,0.174,0.0068,0.072558759,0.00283563,CLAS omega
2.675,0.35,-1.56834224,0.2213,0.0078,0.092283065,0.003252634,CLAS omega
2.675,0.45,-1.328536594,0.2727,0.0096,0.113717089,0.004003242,CLAS omega
2.675,0.55,-1.088730949,0.3765,0.0128,0.157002142,0.005337656,CLAS omega
2.675,0.65,-0.848925304,0.6231,0.0174,0.259835418,0.007255876,CLAS omega
2.675,0.75,-0.609119659,1.492,0.033,0.622170508,0.013761144,CLAS omega
2.675,0.85,-0.369314014,4.231,0.092,1.764345454,0.038364401,CLAS omega
2.675,0.92,-0.201450062,11.93,0.544,4.974862035,0.226850373,CLAS omega
2.685,-0.83,-4.447015155,0.3982,0.0467,0.164212252,0.019258443,CLAS omega
2.685,-0.75,-4.253022322,0.2318,0.0095,0.09559116,0.003917671,CLAS omega
2.685,-0.65,-4.01053128,0.2236,0.0086,0.092209592,0.003546523,CLAS omega
2.685,-0.55,-3.768040239,0.1902,0.0074,0.078435887,0.003051659,CLAS omega
2.685,-0.45,-3.525549197,0.129,0.006,0.053197842,0.002474318,CLAS omega
2.685,-0.35,-3.283058156,0.09555,0.00514,0.039403518,0.002119666,CLAS omega
2.685,-0.25,-3.040567115,0.07631,0.00418,0.031469204,0.001723775,CLAS omega
2.685,-0.15,-2.798076073,0.07918,0.00419,0.032652753,0.001727899,CLAS omega
2.685,-0.05,-2.555585032,0.09131,0.00461,0.037654999,0.001901101,CLAS omega
2.685,0.05,-2.313093991,0.102,0.005,0.04206341,0.002061932,CLAS omega
2.685,0.15,-2.070602949,0.1295,0.0059,0.053404035,0.00243308,CLAS omega
2.685,0.25,-1.828111908,0.1607,0.0066,0.066270489,0.00272175,CLAS omega
2.685,0.35,-1.585620866,0.2038,0.0077,0.084044342,0.003175375,CLAS omega
2.685,0.45,-1.343129825,0.2757,0.0105,0.113694922,0.004330057,CLAS omega
2.685,0.55,-1.100638784,0.3571,0.0131,0.147263172,0.005402261,CLAS omega
2.685,0.65,-0.858147742,0.5814,0.0179,0.239761435,0.007381716,CLAS omega
2.685,0.75,-0.615656701,1.392,0.033,0.574041825,0.01360875,CLAS omega
2.685,0.85,-0.37316566,4.845,0.125,1.998011956,0.051548296,CLAS omega
2.685,0.92,-0.203421931,13.01,0.736,5.365146657,0.303516367,CLAS omega
2.695,-0.83,-4.496163421,0.2496,0.0271,0.101800204,0.011052827,CLAS omega
2.695,-0.75,-4.300014502,0.2483,0.0097,0.101269995,0.003956178,CLAS omega
2.695,-0.65,-4.054828353,0.2277,0.0085,0.092868215,0.003466754,CLAS omega
2.695,-0.55,-3.809642204,0.1801,0.0071,0.073454394,0.002895759,CLAS omega
2.695,-0.45,-3.564456056,0.1321,0.006,0.053877432,0.00244712,CLAS omega
2.695,-0.35,-3.319269907,0.09578,0.00502,0.039064197,0.002047424,CLAS omega
2.695,-0.25,-3.074083758,0.08169,0.00422,0.033317543,0.001721141,CLAS omega
2.695,-0.15,-2.828897609,0.08843,0.00455,0.036066475,0.001855733,CLAS omega
2.695,-0.05,-2.58371146,0.09005,0.00441,0.036727197,0.001798633,CLAS omega
2.695,0.05,-2.338525311,0.1081,0.0051,0.044088951,0.002080052,CLAS omega
2.695,0.15,-2.093339162,0.1281,0.0059,0.052246018,0.002406335,CLAS omega
2.695,0.25,-1.848153013,0.1671,0.0068,0.0681523,0.002773403,CLAS omega
2.695,0.35,-1.602966865,0.2213,0.0082,0.090257953,0.003344398,CLAS omega
2.695,0.45,-1.357780716,0.2763,0.0102,0.112689889,0.004160104,CLAS omega
2.695,0.55,-1.112594567,0.3833,0.0135,0.156330201,0.005506021,CLAS omega
2.695,0.65,-0.867408418,0.5622,0.0177,0.229295171,0.007219005,CLAS omega
2.695,0.75,-0.622222269,1.361,0.033,0.555088453,0.013459162,CLAS omega
2.695,0.85,-0.37703612,4.56,0.112,1.859811421,0.045679579,CLAS omega
2.695,0.92,-0.205405816,13.39,0.667,5.461156783,0.272038206,CLAS omega
2.705,-0.83,-4.545493723,0.3201,0.0367,0.129129346,0.014804895,CLAS omega
2.705,-0.75,-4.34718094,0.2396,0.0093,0.096655393,0.003751649,CLAS omega
2.705,-0.65,-4.099289962,0.2118,0.0079,0.085440786,0.003186885,CLAS omega
2.705,-0.55,-3.851398983,0.1677,0.0067,0.067650707,0.002702801,CLAS omega
2.705,-0.45,-3.603508005,0.119,0.0055,0.048004974,0.002218717,CLAS omega
2.705,-0.35,-3.355617026,0.09883,0.00507,0.039868333,0.002045254,CLAS omega
2.705,-0.25,-3.107726047,0.06896,0.00381,0.027818681,0.001536966,CLAS omega
2.705,-0.15,-2.859835069,0.08707,0.00433,0.035124312,0.001746736,CLAS omega
2.705,-0.05,-2.61194409,0.08945,0.00429,0.036084411,0.001730599,CLAS omega
2.705,0.05,-2.364053112,0.1038,0.0048,0.041873246,0.001936335,CLAS omega
2.705,0.15,-2.116162133,0.1192,0.0054,0.048085655,0.002178377,CLAS omega
2.705,0.25,-1.868271154,0.1486,0.006,0.059945707,0.002420419,CLAS omega
2.705,0.35,-1.620380176,0.2081,0.0076,0.083948194,0.003065864,CLAS omega
2.705,0.45,-1.372489197,0.2725,0.0099,0.109927357,0.003993691,CLAS omega
2.705,0.55,-1.124598219,0.3331,0.0118,0.134373587,0.004760157,CLAS omega
2.705,0.65,-0.87670724,0.5889,0.0178,0.237564111,0.007180576,CLAS omega
2.705,0.75,-0.628816261,1.313,0.032,0.529668327,0.012908901,CLAS omega
2.705,0.85,-0.380925283,4.605,0.116,1.857671476,0.046794765,CLAS omega
2.705,0.93,-0.1826125,15.76,3.742,6.357633541,1.509534563,CLAS omega
2.715,-0.83,-4.595006127,0.2347,0.0305,0.093653157,0.012170521,CLAS omega
2.715,-0.75,-4.394521694,0.2171,0.0082,0.086630168,0.003272074,CLAS omega
2.715,-0.65,-4.143916153,0.2101,0.0075,0.083836933,0.002992751,CLAS omega
2.715,-0.55,-3.893310612,0.1727,0.0066,0.068913081,0.002633621,CLAS omega
2.715,-0.45,-3.642705071,0.1073,0.0049,0.042816292,0.001955264,CLAS omega
2.715,-0.35,-3.39209953,0.08131,0.00434,0.032445412,0.001731805,CLAS omega
2.715,-0.25,-3.14149399,0.06393,0.00346,0.02551021,0.001380656,CLAS omega
2.715,-0.15,-2.890888449,0.07259,0.00381,0.02896584,0.001520318,CLAS omega
2.715,-0.05,-2.640282908,0.07528,0.00384,0.03003924,0.001532289,CLAS omega
2.715,0.05,-2.389677367,0.08694,0.00423,0.03469197,0.001687912,CLAS omega
2.715,0.15,-2.139071826,0.1112,0.005,0.044372522,0.001995167,CLAS omega
2.715,0.25,-1.888466285,0.1462,0.0059,0.058338694,0.002354298,CLAS omega
2.715,0.35,-1.637860744,0.189,0.0072,0.075417327,0.002873041,CLAS omega
2.715,0.45,-1.387255203,0.2483,0.009,0.099080012,0.003591301,CLAS omega
2.715,0.55,-1.136649662,0.3279,0.0117,0.130843077,0.004668692,CLAS omega
2.715,0.65,-0.886044121,0.5512,0.0163,0.219947252,0.006504246,CLAS omega
2.715,0.75,-0.63543858,1.305,0.032,0.520738686,0.012769071,CLAS omega
2.715,0.85,-0.384833039,4.248,0.105,1.695094204,0.041898515,CLAS omega
2.715,0.92,-0.209409161,11.64,0.588,4.644749656,0.234631684,CLAS omega
2.725,-0.83,-4.644700696,0.1916,0.0256,0.07563262,0.010105402,CLAS omega
2.725,-0.75,-4.44203682,0.2305,0.0091,0.090988095,0.003592155,CLAS omega
2.725,-0.65,-4.188706974,0.1814,0.0071,0.071606249,0.00280267,CLAS omega
2.725,-0.55,-3.935377128,0.1649,0.0066,0.065093001,0.002605299,CLAS omega
2.725,-0.45,-3.682047282,0.1123,0.0051,0.044329558,0.002013186,CLAS omega
2.725,-0.35,-3.428717436,0.08243,0.00457,0.032538606,0.001803972,CLAS omega
2.725,-0.25,-3.17538759,0.07027,0.00388,0.02773854,0.0015316,CLAS omega
2.725,-0.15,-2.922057744,0.06601,0.0037,0.026056938,0.001460546,CLAS omega
2.725,-0.05,-2.668727898,0.07016,0.00371,0.027695118,0.001464494,CLAS omega
2.725,0.05,-2.415398052,0.08737,0.00427,0.034488633,0.00168555,CLAS omega
2.725,0.15,-2.162068206,0.09597,0.00466,0.037883416,0.001839499,CLAS omega
2.725,0.25,-1.908738361,0.135,0.0057,0.053290207,0.002250031,CLAS omega
2.725,0.35,-1.655408515,0.1885,0.0073,0.074408919,0.002881619,CLAS omega
2.725,0.45,-1.402078669,0.2367,0.009,0.093435497,0.00355268,CLAS omega
2.725,0.55,-1.148748823,0.3083,0.0116,0.121699044,0.00457901,CLAS omega
2.725,0.65,-0.895418977,0.5676,0.0174,0.224055716,0.006868516,CLAS omega
2.725,0.75,-0.642089131,1.23,0.03,0.485533,0.011842268,CLAS omega
2.725,0.85,-0.388759285,3.861,0.095,1.524099928,0.037500516,CLAS omega
2.725,0.93,-0.186095409,31.12,7.014,12.28437964,2.768722325,CLAS omega
2.755,-0.75,-4.585628942,0.2006,0.0081,0.0766933,0.003096788,CLAS omega
2.755,-0.65,-4.324067631,0.1856,0.0071,0.070958507,0.002714469,CLAS omega
2.755,-0.55,-4.062506321,0.15,0.0062,0.057347931,0.002370381,CLAS omega
2.755,-0.45,-3.80094501,0.09476,0.0046,0.0362286,0.00175867,CLAS omega
2.755,-0.35,-3.539383699,0.0689,0.00394,0.026341816,0.001506339,CLAS omega
2.755,-0.25,-3.277822389,0.05637,0.00326,0.021551352,0.001246362,CLAS omega
2.755,-0.15,-3.016261078,0.05434,0.00316,0.020775244,0.00120813,CLAS omega
2.755,-0.05,-2.754699768,0.06035,0.00332,0.023072984,0.001269301,CLAS omega
2.755,0.05,-2.493138457,0.07274,0.00378,0.027809923,0.001445168,CLAS omega
2.755,0.15,-2.231577146,0.08523,0.00429,0.032585094,0.001640151,CLAS omega
2.755,0.25,-1.970015836,0.1357,0.0058,0.051880762,0.002217453,CLAS omega
2.755,0.35,-1.708454525,0.1654,0.0065,0.063235652,0.002485077,CLAS omega
2.755,0.45,-1.446893214,0.2258,0.0089,0.086327752,0.003402644,CLAS omega
2.755,0.55,-1.185331904,0.2732,0.0106,0.104449698,0.004052587,CLAS omega
2.755,0.65,-0.923770593,0.4868,0.016,0.186113152,0.006117113,CLAS omega
2.755,0.75,-0.662209282,1.126,0.029,0.430491802,0.011087267,CLAS omega
2.755,0.85,-0.400647972,3.742,0.103,1.430639719,0.039378913,CLAS omega
2.755,0.93,-0.191398923,12.8,1.2,4.893690113,0.458783448,CLAS omega
2.765,-0.82,-4.818869334,0.1863,0.0141,0.070481501,0.005334349,CLAS omega
2.765,-0.75,-4.633842059,0.1999,0.0084,0.075626688,0.00317791,CLAS omega
2.765,-0.65,-4.36951738,0.1605,0.0067,0.060720778,0.002534761,CLAS omega
2.765,-0.55,-4.105192702,0.1326,0.0056,0.050165577,0.002118607,CLAS omega
2.765,-0.45,-3.840868024,0.09347,0.00464,0.035361814,0.001755417,CLAS omega
2.765,-0.35,-3.576543345,0.06528,0.00385,0.024696899,0.001456542,CLAS omega
2.765,-0.25,-3.312218667,0.05103,0.00312,0.019305802,0.001180367,CLAS omega
2.765,-0.15,-3.047893988,0.04956,0.00303,0.018749668,0.001146317,CLAS omega
2.765,-0.05,-2.78356931,0.06035,0.00337,0.022831769,0.001274947,CLAS omega
2.765,0.05,-2.519244632,0.06435,0.00347,0.024345059,0.001312779,CLAS omega
2.765,0.15,-2.254919953,0.09091,0.00456,0.034393308,0.001725151,CLAS omega
2.765,0.25,-1.990595275,0.1206,0.0052,0.045625706,0.001967278,CLAS omega
2.765,0.35,-1.726270597,0.1691,0.0066,0.063974352,0.002496929,CLAS omega
2.765,0.45,-1.461945918,0.1962,0.0078,0.074226894,0.002950916,CLAS omega
2.765,0.55,-1.19762124,0.2858,0.0107,0.1081246,0.004048052,CLAS omega
2.765,0.65,-0.933296561,0.4521,0.015,0.171039648,0.005674839,CLAS omega
2.765,0.75,-0.668971883,1.123,0.029,0.424856282,0.010971355,CLAS omega
2.765,0.85,-0.404647205,3.943,0.105,1.491726018,0.039723873,CLAS omega
2.765,0.93,-0.193187462,8.859,0.893,3.351559928,0.337842083,CLAS omega
2.775,-0.82,-4.869198271,0.1869,0.0143,0.06997436,0.005353844,CLAS omega
2.775,-0.75,-4.682229788,0.1659,0.0074,0.062112073,0.00277052,CLAS omega
2.775,-0.65,-4.415131955,0.1552,0.0066,0.05810605,0.002471005,CLAS omega
2.775,-0.55,-4.148034122,0.1175,0.0052,0.043991371,0.001946852,CLAS omega
2.775,-0.45,-3.880936289,0.08825,0.00445,0.033040328,0.001666056,CLAS omega
2.775,-0.35,-3.613838456,0.0598,0.00365,0.0223888,0.00136654,CLAS omega
2.775,-0.25,-3.346740623,0.04765,0.00291,0.017839905,0.001089488,CLAS omega
2.775,-0.15,-3.079642789,0.04969,0.00298,0.01860367,0.001115696,CLAS omega
2.775,-0.05,-2.812544956,0.06011,0.00333,0.022504862,0.001246734,CLAS omega
2.775,0.05,-2.545447123,0.06128,0.00333,0.022942904,0.001246734,CLAS omega
2.775,0.15,-2.27834929,0.07976,0.0041,0.029861717,0.001535018,CLAS omega
2.775,0.25,-2.011251457,0.1129,0.0049,0.042269156,0.001834534,CLAS omega
2.775,0.35,-1.744153624,0.1545,0.0062,0.057843974,0.002321247,CLAS omega
2.775,0.45,-1.477055791,0.2088,0.0082,0.078173603,0.003070036,CLAS omega
2.775,0.55,-1.209957958,0.2541,0.01,0.095133681,0.003743947,CLAS omega
2.775,0.65,-0.942860125,0.435,0.0148,0.162861673,0.005541041,CLAS omega
2.775,0.75,-0.675762291,1.02,0.027,0.381882544,0.010108656,CLAS omega
2.775,0.85,-0.408664458,3.559,0.103,1.332470563,0.038562649,CLAS omega
2.775,0.92,-0.221695975,9.798,0.699,3.66831879,0.261701861,CLAS omega
2.785,-0.82,-4.919708719,0.1889,0.0151,0.069993868,0.005595063,CLAS omega
2.785,-0.75,-4.730792171,0.1758,0.0076,0.065139873,0.002816058,CLAS omega
2.785,-0.65,-4.460911389,0.157,0.0065,0.058173835,0.002408471,CLAS omega
2.785,-0.55,-4.191030606,0.113,0.0051,0.04187034,0.001889723,CLAS omega
2.785,-0.45,-3.921149823,0.08362,0.00436,0.030984051,0.001615528,CLAS omega
2.785,-0.35,-3.651269041,0.05883,0.00365,0.021798514,0.001352449,CLAS omega
2.785,-0.25,-3.381388258,0.04492,0.00295,0.016644386,0.001093075,CLAS omega
2.785,-0.15,-3.111507475,0.04339,0.00287,0.016077469,0.001063433,CLAS omega
2.785,-0.05,-2.841626693,0.04702,0.00298,0.017422508,0.001104191,CLAS omega
2.785,0.05,-2.57174591,0.05755,0.00336,0.02132423,0.001244994,CLAS omega
2.785,0.15,-2.301865127,0.07071,0.00409,0.026200458,0.001515484,CLAS omega
2.785,0.25,-2.031984345,0.1071,0.0051,0.039684189,0.001889723,CLAS omega
2.785,0.35,-1.762103562,0.1221,0.0056,0.045242199,0.00207499,CLAS omega
2.785,0.45,-1.492222779,0.1606,0.0074,0.059507757,0.002741951,CLAS omega
2.785,0.55,-1.222341997,0.2271,0.0097,0.084148266,0.00359418,CLAS omega
2.785,0.65,-0.952461214,0.3737,0.0142,0.138468548,0.005261582,CLAS omega
2.785,0.75,-0.682580431,0.9564,0.0284,0.354378697,0.010523165,CLAS omega
2.785,0.85,-0.412699649,3.891,0.121,1.441747709,0.044834611,CLAS omega
2.785,0.93,-0.196795023,30.2,6.524,11.19012614,2.417363673,CLAS omega
2.795,-0.82,-4.970400723,0.2402,0.0195,0.088090691,0.007151409,CLAS omega
2.795,-0.75,-4.779529248,0.1562,0.0075,0.057284621,0.002750542,CLAS omega
2.795,-0.65,-4.506855714,0.1526,0.0068,0.055964361,0.002493825,CLAS omega
2.795,-0.55,-4.234182179,0.1153,0.0056,0.042284998,0.002053738,CLAS omega
2.795,-0.45,-3.961508644,0.08484,0.00465,0.031114131,0.001705336,CLAS omega
2.795,-0.35,-3.68883511,0.06146,0.00389,0.022539775,0.001426614,CLAS omega
2.795,-0.25,-3.416161575,0.05018,0.00325,0.018402959,0.001191902,CLAS omega
2.795,-0.15,-3.143488041,0.0497,0.00313,0.018226925,0.001147893,CLAS omega
2.795,-0.05,-2.870814506,0.05115,0.00313,0.018758696,0.001147893,CLAS omega
2.795,0.05,-2.598140971,0.05617,0.00329,0.020599726,0.001206571,CLAS omega
2.795,0.15,-2.325467437,0.07701,0.00428,0.028242565,0.001569643,CLAS omega
2.795,0.25,-2.052793902,0.1072,0.0052,0.039314413,0.001907042,CLAS omega
2.795,0.35,-1.780120368,0.1448,0.0064,0.053103797,0.002347129,CLAS omega
2.795,0.45,-1.507446833,0.1743,0.0079,0.063922595,0.002897238,CLAS omega
2.795,0.55,-1.234773298,0.2365,0.0105,0.086733757,0.003850759,CLAS omega
2.795,0.65,-0.962099764,0.4449,0.0164,0.163162149,0.006014518,CLAS omega
2.795,0.75,-0.689426229,1.059,0.031,0.388376526,0.011368907,CLAS omega
2.795,0.85,-0.416752695,3.879,0.121,1.422580305,0.04437541,CLAS omega
2.795,0.93,-0.198613867,17.58,2.632,6.447270369,0.965256861,CLAS omega
2.805,-0.82,-5.021274324,0.1883,0.0148,0.068354388,0.005372517,CLAS omega
2.805,-0.75,-4.828441057,0.1589,0.007,0.057681956,0.002541055,CLAS omega
2.805,-0.65,-4.55296496,0.1396,0.006,0.050675903,0.002178047,CLAS omega
2.805,-0.55,-4.277488864,0.1231,0.0054,0.044686273,0.001960243,CLAS omega
2.805,-0.45,-4.002012768,0.08554,0.00432,0.031051696,0.001568194,CLAS omega
2.805,-0.35,-3.726536672,0.05171,0.00337,0.018771139,0.001223337,CLAS omega
2.805,-0.25,-3.451060576,0.04341,0.00283,0.015758173,0.001027312,CLAS omega
2.805,-0.15,-3.175584479,0.04035,0.00259,0.014647369,0.00094019,CLAS omega
2.805,-0.05,-2.900108383,0.04641,0.00282,0.016847197,0.001023682,CLAS omega
2.805,0.05,-2.624632287,0.0488,0.00293,0.017714786,0.001063613,CLAS omega
2.805,0.15,-2.349156191,0.07327,0.00399,0.026597589,0.001448402,CLAS omega
2.805,0.25,-2.073680095,0.1041,0.0049,0.037789123,0.001778739,CLAS omega
2.805,0.35,-1.798203999,0.1421,0.006,0.051583423,0.002178047,CLAS omega
2.805,0.45,-1.522727902,0.1642,0.0074,0.059605898,0.002686258,CLAS omega
2.805,0.55,-1.247251806,0.2377,0.0101,0.086286979,0.00366638,CLAS omega
2.805,0.65,-0.97177571,0.411,0.0152,0.149196248,0.00551772,CLAS omega
2.805,0.75,-0.696299614,1.067,0.031,0.387329432,0.011253245,CLAS omega
2.805,0.85,-0.420823518,3.312,0.104,1.202282175,0.037752822,CLAS omega
2.805,0.92,-0.22799025,13.64,1.189,4.951427797,0.431616397,CLAS omega
2.815,-0.82,-5.072329564,0.1571,0.0143,0.056452212,0.005138553,CLAS omega
2.815,-0.75,-4.877527632,0.1541,0.0074,0.055374194,0.002659111,CLAS omega
2.815,-0.65,-4.599239158,0.1338,0.0063,0.048079605,0.002263838,CLAS omega
2.815,-0.55,-4.320950683,0.1033,0.0051,0.037119755,0.001832631,CLAS omega
2.815,-0.45,-4.042662209,0.07569,0.0042,0.027198396,0.001509225,CLAS omega
2.815,-0.35,-3.764373735,0.05125,0.00344,0.018416142,0.001236127,CLAS omega
2.815,-0.25,-3.48608526,0.04052,0.00284,0.014560431,0.001020524,CLAS omega
2.815,-0.15,-3.207796786,0.03978,0.00271,0.014294519,0.00097381,CLAS omega
2.815,-0.05,-2.929508311,0.04187,0.00275,0.015045539,0.000988183,CLAS omega
2.815,0.05,-2.651219837,0.05482,0.00327,0.019698983,0.00117504,CLAS omega
2.815,0.15,-2.372931363,0.07094,0.00398,0.025491534,0.001430171,CLAS omega
2.815,0.25,-2.094642888,0.0982,0.00484,0.035287124,0.001739202,CLAS omega
2.815,0.35,-1.816354414,0.123,0.0057,0.04419874,0.002048234,CLAS omega
2.815,0.45,-1.538065939,0.1711,0.0078,0.061482963,0.002802847,CLAS omega
2.815,0.55,-1.259777465,0.2313,0.0103,0.083115192,0.003701195,CLAS omega
2.815,0.65,-0.981488991,0.3787,0.0148,0.136081813,0.005318222,CLAS omega
2.815,0.75,-0.703200516,0.913,0.0283,0.328076828,0.010169304,CLAS omega
2.815,0.85,-0.424912042,3.167,0.116,1.138027727,0.041683365,CLAS omega
2.815,0.93,-0.202281262,15.16,3.011,5.447584573,1.081970788,CLAS omega
2.825,-0.82,-5.123566482,0.1758,0.0166,0.062537646,0.005905147,CLAS omega
2.825,-0.75,-4.926789009,0.1575,0.0073,0.056027755,0.002596842,CLAS omega
2.825,-0.65,-4.645678333,0.1316,0.006,0.046814302,0.002134391,CLAS omega
2.825,-0.55,-4.364567657,0.1029,0.005,0.0366048,0.001778659,CLAS omega
2.825,-0.45,-4.083456981,0.06867,0.00393,0.024428101,0.001398026,CLAS omega
2.825,-0.35,-3.802346305,0.04451,0.00314,0.015833621,0.001116998,CLAS omega
